date,language,totalDownloads
1/9/2023,Portuguese,5
1/9/2023,Portuguese,4
1/9/2023,Portuguese,349
1/9/2023,Portuguese,1
1/8/2023,Portuguese,6
1/8/2023,Portuguese,1704
1/8/2023,Portuguese,7
1/8/2023,Portuguese,94
1/7/2023,Portuguese,9
1/7/2023,Portuguese,1311
1/7/2023,Portuguese,1
1/7/2023,Portuguese,22
1/7/2023,Portuguese,134
1/6/2023,Portuguese,1393
1/6/2023,Portuguese,13
1/6/2023,Portuguese,195
1/5/2023,Portuguese,2
1/5/2023,Portuguese,1335
1/5/2023,Portuguese,4
1/5/2023,Portuguese,3
1/5/2023,Portuguese,359
1/4/2023,Portuguese,4
1/4/2023,Portuguese,1416
1/4/2023,Portuguese,12
1/4/2023,Portuguese,202
1/3/2023,Portuguese,2369
1/3/2023,Portuguese,21
1/3/2023,Portuguese,741
1/3/2023,Portuguese,2
1/2/2023,Portuguese,1510
1/2/2023,Portuguese,6
1/2/2023,Portuguese,407
1/1/2023,Portuguese,7
1/1/2023,Portuguese,1460
1/1/2023,Portuguese,8
1/1/2023,Portuguese,223
1/12/2022,Portuguese,888
1/12/2022,Portuguese,18
1/12/2022,Portuguese,151
1/11/2022,Portuguese,21
1/11/2022,Portuguese,1311
1/11/2022,Portuguese,8
1/11/2022,Portuguese,286
1/10/2022,Portuguese,4
1/10/2022,Portuguese,1217
1/10/2022,Portuguese,12
1/10/2022,Portuguese,245
1/9/2022,Portuguese,39
1/9/2022,Portuguese,1294
1/9/2022,Portuguese,6
1/9/2022,Portuguese,107
1/8/2022,Portuguese,5
1/8/2022,Portuguese,1062
1/8/2022,Portuguese,27
1/8/2022,Portuguese,77
1/8/2022,Portuguese,1
1/7/2022,Portuguese,2
1/7/2022,Portuguese,1411
1/7/2022,Portuguese,2
1/7/2022,Portuguese,13
1/7/2022,Portuguese,160
1/6/2022,Portuguese,1544
1/6/2022,Portuguese,1
1/6/2022,Portuguese,8
1/6/2022,Portuguese,12
1/6/2022,Portuguese,111
1/5/2022,Portuguese,1
1/5/2022,Portuguese,1481
1/5/2022,Portuguese,10
1/5/2022,Portuguese,345
1/4/2022,Portuguese,3
1/4/2022,Portuguese,1198
1/4/2022,Portuguese,3
1/4/2022,Portuguese,241
1/3/2022,Portuguese,1
1/3/2022,Portuguese,1232
1/3/2022,Portuguese,3
1/3/2022,Portuguese,204
1/2/2022,Portuguese,3
1/2/2022,Portuguese,1331
1/2/2022,Portuguese,4
1/2/2022,Portuguese,13
1/2/2022,Portuguese,114
1/1/2022,Portuguese,1
1/1/2022,Portuguese,807
1/1/2022,Portuguese,21
1/1/2022,Portuguese,147
1/12/2021,Portuguese,15
1/12/2021,Portuguese,879
1/12/2021,Portuguese,9
1/12/2021,Portuguese,206
1/11/2021,Portuguese,904
1/11/2021,Portuguese,20
1/11/2021,Portuguese,125
1/10/2021,Portuguese,890
1/10/2021,Portuguese,5
1/10/2021,Portuguese,137
1/9/2021,Portuguese,1337
1/9/2021,Portuguese,7
1/9/2021,Portuguese,128
1/9/2021,Portuguese,1
1/8/2021,Portuguese,1426
1/8/2021,Portuguese,53
1/8/2021,Portuguese,197
1/7/2021,Portuguese,949
1/7/2021,Portuguese,87
1/7/2021,Portuguese,599
1/6/2021,Portuguese,1
1/6/2021,Portuguese,1370
1/6/2021,Portuguese,86
1/6/2021,Portuguese,180
1/5/2021,Portuguese,3
1/5/2021,Portuguese,1494
1/5/2021,Portuguese,2
1/5/2021,Portuguese,9
1/5/2021,Portuguese,86
1/4/2021,Portuguese,1920
1/4/2021,Portuguese,8
1/4/2021,Portuguese,262
1/3/2021,Portuguese,4
1/3/2021,Portuguese,2434
1/3/2021,Portuguese,12
1/3/2021,Portuguese,170
1/2/2021,Portuguese,1
1/2/2021,Portuguese,1473
1/2/2021,Portuguese,8
1/2/2021,Portuguese,2
1/2/2021,Portuguese,4
1/2/2021,Portuguese,163
1/1/2021,Portuguese,2
1/1/2021,Portuguese,1255
1/1/2021,Portuguese,2
1/1/2021,Portuguese,8
1/1/2021,Portuguese,147
1/12/2020,Portuguese,935
1/12/2020,Portuguese,5
1/12/2020,Portuguese,105
1/11/2020,Portuguese,75
1/11/2020,Portuguese,1243
1/11/2020,Portuguese,8
1/11/2020,Portuguese,164
1/10/2020,Portuguese,1496
1/10/2020,Portuguese,3
1/10/2020,Portuguese,21
1/10/2020,Portuguese,271
1/9/2020,Portuguese,1245
1/9/2020,Portuguese,5
1/9/2020,Portuguese,20
1/9/2020,Portuguese,80
1/8/2020,Portuguese,1484
1/8/2020,Portuguese,18
1/8/2020,Portuguese,89
1/7/2020,Portuguese,1062
1/7/2020,Portuguese,1
1/7/2020,Portuguese,40
1/7/2020,Portuguese,394
1/6/2020,Portuguese,1299
1/6/2020,Portuguese,30
1/6/2020,Portuguese,149
1/5/2020,Portuguese,1683
1/5/2020,Portuguese,19
1/5/2020,Portuguese,171
1/4/2020,Portuguese,5
1/4/2020,Portuguese,1841
1/4/2020,Portuguese,12
1/4/2020,Portuguese,162
1/3/2020,Portuguese,1
1/3/2020,Portuguese,1722
1/3/2020,Portuguese,1
1/3/2020,Portuguese,5
1/3/2020,Portuguese,175
1/2/2020,Portuguese,1
1/2/2020,Portuguese,1425
1/2/2020,Portuguese,1
1/2/2020,Portuguese,21
1/2/2020,Portuguese,132
1/1/2020,Portuguese,829
1/1/2020,Portuguese,15
1/1/2020,Portuguese,149
1/12/2019,Portuguese,598
1/12/2019,Portuguese,33
1/12/2019,Portuguese,60
1/11/2019,Portuguese,1
1/11/2019,Portuguese,1252
1/11/2019,Portuguese,11
1/11/2019,Portuguese,81
1/10/2019,Portuguese,4
1/10/2019,Portuguese,1029
1/10/2019,Portuguese,20
1/10/2019,Portuguese,75
1/9/2019,Portuguese,1
1/9/2019,Portuguese,1075
1/9/2019,Portuguese,7
1/9/2019,Portuguese,74
1/8/2019,Portuguese,959
1/8/2019,Portuguese,13
1/8/2019,Portuguese,42
1/7/2019,Portuguese,1005
1/7/2019,Portuguese,101
1/7/2019,Portuguese,63
1/6/2019,Portuguese,688
1/6/2019,Portuguese,71
1/6/2019,Portuguese,95
1/5/2019,Portuguese,2
1/5/2019,Portuguese,1046
1/5/2019,Portuguese,92
1/5/2019,Portuguese,97
1/4/2019,Portuguese,1
1/4/2019,Portuguese,1175
1/4/2019,Portuguese,2
1/4/2019,Portuguese,40
1/4/2019,Portuguese,112
1/3/2019,Portuguese,1
1/3/2019,Portuguese,886
1/3/2019,Portuguese,3
1/3/2019,Portuguese,161
1/2/2019,Portuguese,641
1/2/2019,Portuguese,12
1/2/2019,Portuguese,133
1/1/2019,Portuguese,1
1/1/2019,Portuguese,577
1/1/2019,Portuguese,11
1/1/2019,Portuguese,132
1/12/2018,Portuguese,459
1/12/2018,Portuguese,5
1/12/2018,Portuguese,67
1/11/2018,Portuguese,1
1/11/2018,Portuguese,788
1/11/2018,Portuguese,7
1/11/2018,Portuguese,106
1/10/2018,Portuguese,15
1/10/2018,Portuguese,1206
1/10/2018,Portuguese,4
1/10/2018,Portuguese,120
1/9/2018,Portuguese,1359
1/9/2018,Portuguese,13
1/9/2018,Portuguese,119
1/8/2018,Portuguese,5
1/8/2018,Portuguese,1808
1/8/2018,Portuguese,1
1/8/2018,Portuguese,21
1/7/2018,Portuguese,1211
1/7/2018,Portuguese,25
1/7/2018,Portuguese,50
1/6/2018,Portuguese,1450
1/6/2018,Portuguese,29
1/6/2018,Portuguese,62
1/5/2018,Portuguese,1597
1/5/2018,Portuguese,7
1/5/2018,Portuguese,43
1/4/2018,Portuguese,6
1/4/2018,Portuguese,1152
1/4/2018,Portuguese,7
1/4/2018,Portuguese,104
1/3/2018,Portuguese,847
1/3/2018,Portuguese,2
1/3/2018,Portuguese,10
1/3/2018,Portuguese,219
1/2/2018,Portuguese,1
1/2/2018,Portuguese,797
1/2/2018,Portuguese,4
1/2/2018,Portuguese,53
1/1/2018,Portuguese,1
1/1/2018,Portuguese,951
1/1/2018,Portuguese,16
1/1/2018,Portuguese,42
1/12/2017,Portuguese,369
1/12/2017,Portuguese,19
1/12/2017,Portuguese,18
1/11/2017,Portuguese,7
1/11/2017,Portuguese,1012
1/11/2017,Portuguese,5
1/11/2017,Portuguese,48
1/10/2017,Portuguese,600
1/10/2017,Portuguese,69
1/9/2017,Portuguese,838
1/9/2017,Portuguese,97
1/8/2017,Portuguese,1293
1/8/2017,Portuguese,4
1/8/2017,Portuguese,13
1/7/2017,Portuguese,677
1/7/2017,Portuguese,8
1/7/2017,Portuguese,75
1/6/2017,Portuguese,2
1/6/2017,Portuguese,2155
1/6/2017,Portuguese,1
1/6/2017,Portuguese,83
1/5/2017,Portuguese,861
1/5/2017,Portuguese,389
1/5/2017,Portuguese,54
1/4/2017,Portuguese,1
1/4/2017,Portuguese,659
1/4/2017,Portuguese,1
1/4/2017,Portuguese,93
1/3/2017,Portuguese,662
1/3/2017,Portuguese,46
1/2/2017,Portuguese,430
1/2/2017,Portuguese,69
1/2/2017,Portuguese,68
1/1/2017,Portuguese,326
1/1/2017,Portuguese,1
1/1/2017,Portuguese,16
1/12/2016,Portuguese,271
1/12/2016,Portuguese,5
1/11/2016,Portuguese,1
1/11/2016,Portuguese,359
1/11/2016,Portuguese,3
1/11/2016,Portuguese,55
1/10/2016,Portuguese,1
1/10/2016,Portuguese,726
1/10/2016,Portuguese,6
1/10/2016,Portuguese,26
1/9/2016,Portuguese,11
1/9/2016,Portuguese,919
1/9/2016,Portuguese,5
1/9/2016,Portuguese,66
1/8/2016,Portuguese,871
1/8/2016,Portuguese,25
1/7/2016,Portuguese,333
1/7/2016,Portuguese,2
1/7/2016,Portuguese,18
1/6/2016,Portuguese,2
1/6/2016,Portuguese,850
1/6/2016,Portuguese,2
1/6/2016,Portuguese,22
1/5/2016,Portuguese,7
1/5/2016,Portuguese,1258
1/5/2016,Portuguese,12
1/5/2016,Portuguese,79
1/4/2016,Portuguese,554
1/4/2016,Portuguese,3
1/4/2016,Portuguese,6
1/4/2016,Portuguese,52
1/3/2016,Portuguese,471
1/3/2016,Portuguese,34
1/3/2016,Portuguese,89
1/2/2016,Portuguese,400
1/2/2016,Portuguese,11
1/2/2016,Portuguese,67
1/1/2016,Portuguese,409
1/1/2016,Portuguese,3
1/1/2016,Portuguese,38
1/1/2016,Portuguese,2
1/12/2015,Portuguese,333
1/12/2015,Portuguese,10
1/12/2015,Portuguese,14
1/11/2015,Portuguese,927
1/11/2015,Portuguese,2
1/11/2015,Portuguese,23
1/10/2015,Portuguese,386
1/10/2015,Portuguese,5
1/10/2015,Portuguese,63
1/9/2015,Portuguese,10
1/9/2015,Portuguese,231
1/9/2015,Portuguese,28
1/9/2015,Portuguese,118
1/8/2015,Portuguese,6
1/8/2015,Portuguese,461
1/8/2015,Portuguese,6
1/7/2015,Portuguese,1
1/7/2015,Portuguese,539
1/7/2015,Portuguese,2
1/7/2015,Portuguese,118
1/6/2015,Portuguese,551
1/6/2015,Portuguese,2
1/6/2015,Portuguese,71
1/5/2015,Portuguese,1204
1/5/2015,Portuguese,16
1/5/2015,Portuguese,93
1/4/2015,Portuguese,1
1/4/2015,Portuguese,437
1/4/2015,Portuguese,37
1/3/2015,Portuguese,262
1/3/2015,Portuguese,85
1/2/2015,Portuguese,1
1/2/2015,Portuguese,937
1/2/2015,Portuguese,27
1/1/2015,Portuguese,431
1/1/2015,Portuguese,18
1/12/2014,Portuguese,496
1/12/2014,Portuguese,103
1/11/2014,Portuguese,258
1/11/2014,Portuguese,27
1/10/2014,Portuguese,336
1/10/2014,Portuguese,1
1/10/2014,Portuguese,43
1/9/2014,Portuguese,527
1/9/2014,Portuguese,179
1/8/2014,Portuguese,569
1/8/2014,Portuguese,4
1/7/2014,Portuguese,275
1/7/2014,Portuguese,50
1/6/2014,Portuguese,285
1/6/2014,Portuguese,35
1/5/2014,Portuguese,467
1/5/2014,Portuguese,32
1/4/2014,Portuguese,365
1/4/2014,Portuguese,23
1/3/2014,Portuguese,209
1/3/2014,Portuguese,7
1/2/2014,Portuguese,182
1/2/2014,Portuguese,84
1/1/2014,Portuguese,84
1/1/2014,Portuguese,45
1/12/2013,Portuguese,2
1/12/2013,Portuguese,145
1/12/2013,Portuguese,6
1/11/2013,Portuguese,2
1/11/2013,Portuguese,379
1/11/2013,Portuguese,12
1/10/2013,Portuguese,146
1/10/2013,Portuguese,1
1/10/2013,Portuguese,26
1/9/2013,Portuguese,1
1/12/2024,Russian,175
1/11/2024,Russian,246
1/10/2024,Russian,317
1/9/2024,Russian,149
1/8/2024,Russian,107
1/7/2024,Russian,118
1/6/2024,Russian,3076
1/5/2024,Russian,178
1/4/2024,Russian,221
1/3/2024,Russian,157
1/2/2024,Russian,244
1/1/2024,Russian,182
1/12/2023,Russian,320
1/11/2023,Russian,361
1/10/2023,Russian,206
1/9/2023,Russian,124
1/8/2023,Russian,92
1/7/2023,Russian,82
1/6/2023,Russian,106
1/5/2023,Russian,193
1/4/2023,Russian,225
1/3/2023,Russian,170
1/2/2023,Russian,237
1/1/2023,Russian,168
1/12/2022,Russian,210
1/11/2022,Russian,278
1/10/2022,Russian,259
1/9/2022,Russian,142
1/8/2022,Russian,95
1/7/2022,Russian,186
1/6/2022,Russian,113
1/5/2022,Russian,165
1/4/2022,Russian,364
1/3/2022,Russian,122
1/2/2022,Russian,221
1/1/2022,Russian,278
1/12/2021,Russian,533
1/11/2021,Russian,136
1/10/2021,Russian,126
1/9/2021,Russian,122
1/8/2021,Russian,82
1/7/2021,Russian,200
1/6/2021,Russian,59
1/5/2021,Russian,178
1/4/2021,Russian,184
1/3/2021,Russian,289
1/2/2021,Russian,151
1/1/2021,Russian,482
1/12/2020,Russian,732
1/11/2020,Russian,527
1/10/2020,Russian,283
1/9/2020,Russian,117
1/8/2020,Russian,113
1/7/2020,Russian,237
1/6/2020,Russian,71
1/5/2020,Russian,181
1/4/2020,Russian,121
1/3/2020,Russian,138
1/2/2020,Russian,235
1/1/2020,Russian,4588
1/12/2019,Russian,952
1/11/2019,Russian,182
1/10/2019,Russian,956
1/9/2019,Russian,50
1/8/2019,Russian,80
1/7/2019,Russian,58
1/6/2019,Russian,46
1/5/2019,Russian,64
1/4/2019,Russian,227
1/3/2019,Russian,69
1/2/2019,Russian,28
1/1/2019,Russian,52
1/12/2018,Russian,527
1/11/2018,Russian,250
1/10/2018,Russian,78
1/9/2018,Russian,90
1/8/2018,Russian,7
1/7/2018,Russian,33
1/6/2018,Russian,51
1/5/2018,Russian,33
1/4/2018,Russian,30
1/3/2018,Russian,14
1/2/2018,Russian,31
1/1/2018,Russian,40
1/12/2017,Russian,50
1/11/2017,Russian,80
1/10/2017,Russian,48
1/9/2017,Russian,97
1/8/2017,Russian,79
1/7/2017,Russian,12
1/6/2017,Russian,8
1/5/2017,Russian,56
1/4/2017,Russian,49
1/3/2017,Russian,97
1/2/2017,Russian,24
1/1/2017,Russian,81
1/12/2016,Russian,18
1/11/2016,Russian,72
1/10/2016,Russian,27
1/9/2016,Russian,93
1/8/2016,Russian,29
1/7/2016,Russian,27
1/6/2016,Russian,44
1/5/2016,Russian,62
1/4/2016,Russian,21
1/3/2016,Russian,24
1/2/2016,Russian,10
1/1/2016,Russian,6
1/12/2015,Russian,14
1/11/2015,Russian,44
1/10/2015,Russian,10
1/9/2015,Russian,7
1/8/2015,Russian,3
1/7/2015,Russian,3
1/6/2015,Russian,21
1/5/2015,Russian,1
1/4/2015,Russian,15
1/3/2015,Russian,35
1/2/2015,Russian,70
1/1/2015,Russian,8
1/12/2014,Russian,16
1/11/2014,Russian,28
1/10/2014,Russian,2
1/9/2014,Russian,6
1/7/2014,Russian,5
1/6/2014,Russian,6
1/5/2014,Russian,5
1/4/2014,Russian,9
1/3/2014,Russian,2
1/2/2014,Russian,1
1/1/2014,Russian,2
1/12/2013,Russian,6
1/11/2013,Russian,5
1/10/2013,Russian,10
1/12/2024,Simp_Chinese,7500
1/11/2024,Simp_Chinese,10484
1/10/2024,Simp_Chinese,9394
1/9/2024,Simp_Chinese,13949
1/8/2024,Simp_Chinese,5437
1/7/2024,Simp_Chinese,6322
1/6/2024,Simp_Chinese,3864
1/5/2024,Simp_Chinese,4966
1/4/2024,Simp_Chinese,8807
1/3/2024,Simp_Chinese,8483
1/2/2024,Simp_Chinese,6599
1/1/2024,Simp_Chinese,6915
1/12/2023,Simp_Chinese,9366
1/11/2023,Simp_Chinese,4463
1/10/2023,Simp_Chinese,3939
1/9/2023,Simp_Chinese,5863
1/8/2023,Simp_Chinese,8665
1/7/2023,Simp_Chinese,4892
1/6/2023,Simp_Chinese,5284
1/5/2023,Simp_Chinese,3300
1/4/2023,Simp_Chinese,4905
1/3/2023,Simp_Chinese,34040
1/2/2023,Simp_Chinese,12843
1/1/2023,Simp_Chinese,5190
1/12/2022,Simp_Chinese,2740
1/11/2022,Simp_Chinese,5361
1/10/2022,Simp_Chinese,12301
1/9/2022,Simp_Chinese,3327
1/8/2022,Simp_Chinese,5020
1/7/2022,Simp_Chinese,2099
1/6/2022,Simp_Chinese,3525
1/5/2022,Simp_Chinese,4612
1/4/2022,Simp_Chinese,2847
1/3/2022,Simp_Chinese,4102
1/2/2022,Simp_Chinese,1614
1/1/2022,Simp_Chinese,2790
1/12/2021,Simp_Chinese,2106
1/11/2021,Simp_Chinese,6229
1/10/2021,Simp_Chinese,1886
1/9/2021,Simp_Chinese,1289
1/8/2021,Simp_Chinese,1871
1/7/2021,Simp_Chinese,4680
1/6/2021,Simp_Chinese,3305
1/5/2021,Simp_Chinese,5129
1/4/2021,Simp_Chinese,2871
1/3/2021,Simp_Chinese,7176
1/2/2021,Simp_Chinese,1631
1/1/2021,Simp_Chinese,4444
1/12/2020,Simp_Chinese,3234
1/11/2020,Simp_Chinese,2760
1/10/2020,Simp_Chinese,2331
1/9/2020,Simp_Chinese,2516
1/8/2020,Simp_Chinese,2435
1/7/2020,Simp_Chinese,2647
1/6/2020,Simp_Chinese,2415
1/5/2020,Simp_Chinese,2715
1/4/2020,Simp_Chinese,1268
1/3/2020,Simp_Chinese,879
1/2/2020,Simp_Chinese,2422
1/1/2020,Simp_Chinese,1163
1/12/2019,Simp_Chinese,1286
1/11/2019,Simp_Chinese,1117
1/10/2019,Simp_Chinese,2611
1/9/2019,Simp_Chinese,861
1/8/2019,Simp_Chinese,627
1/7/2019,Simp_Chinese,743
1/6/2019,Simp_Chinese,927
1/5/2019,Simp_Chinese,517
1/4/2019,Simp_Chinese,588
1/3/2019,Simp_Chinese,677
1/2/2019,Simp_Chinese,719
1/1/2019,Simp_Chinese,782
1/12/2018,Simp_Chinese,385
1/11/2018,Simp_Chinese,953
1/10/2018,Simp_Chinese,710
1/9/2018,Simp_Chinese,532
1/8/2018,Simp_Chinese,342
1/7/2018,Simp_Chinese,693
1/6/2018,Simp_Chinese,460
1/5/2018,Simp_Chinese,830
1/4/2018,Simp_Chinese,713
1/3/2018,Simp_Chinese,635
1/2/2018,Simp_Chinese,204
1/1/2018,Simp_Chinese,1124
1/12/2017,Simp_Chinese,558
1/11/2017,Simp_Chinese,675
1/10/2017,Simp_Chinese,591
1/9/2017,Simp_Chinese,674
1/8/2017,Simp_Chinese,2158
1/7/2017,Simp_Chinese,5351
1/6/2017,Simp_Chinese,939
1/5/2017,Simp_Chinese,423
1/4/2017,Simp_Chinese,1472
1/3/2017,Simp_Chinese,904
1/2/2017,Simp_Chinese,413
1/1/2017,Simp_Chinese,161
1/12/2016,Simp_Chinese,152
1/11/2016,Simp_Chinese,170
1/10/2016,Simp_Chinese,166
1/9/2016,Simp_Chinese,229
1/8/2016,Simp_Chinese,361
1/7/2016,Simp_Chinese,505
1/6/2016,Simp_Chinese,211
1/5/2016,Simp_Chinese,238
1/4/2016,Simp_Chinese,444
1/3/2016,Simp_Chinese,149
1/2/2016,Simp_Chinese,174
1/1/2016,Simp_Chinese,263
1/12/2015,Simp_Chinese,534
1/11/2015,Simp_Chinese,730
1/10/2015,Simp_Chinese,212
1/9/2015,Simp_Chinese,469
1/8/2015,Simp_Chinese,413
1/7/2015,Simp_Chinese,153
1/6/2015,Simp_Chinese,130
1/5/2015,Simp_Chinese,779
1/4/2015,Simp_Chinese,2606
1/3/2015,Simp_Chinese,548
1/2/2015,Simp_Chinese,112
1/1/2015,Simp_Chinese,93
1/12/2014,Simp_Chinese,554
1/11/2014,Simp_Chinese,497
1/10/2014,Simp_Chinese,59
1/9/2014,Simp_Chinese,68
1/8/2014,Simp_Chinese,109
1/7/2014,Simp_Chinese,175
1/6/2014,Simp_Chinese,206
1/5/2014,Simp_Chinese,131
1/4/2014,Simp_Chinese,240
1/3/2014,Simp_Chinese,341
1/2/2014,Simp_Chinese,47
1/1/2014,Simp_Chinese,214
1/12/2013,Simp_Chinese,182
1/11/2013,Simp_Chinese,293
1/10/2013,Simp_Chinese,193
1/12/2024,Spanish,152
1/12/2024,Spanish,29
1/12/2024,Spanish,355
1/12/2024,Spanish,1332
1/12/2024,Spanish,22
1/12/2024,Spanish,17
1/12/2024,Spanish,59
1/12/2024,Spanish,413
1/12/2024,Spanish,1934
1/12/2024,Spanish,14
1/12/2024,Spanish,10
1/12/2024,Spanish,1202
1/12/2024,Spanish,1
1/12/2024,Spanish,13
1/12/2024,Spanish,257
1/12/2024,Spanish,3
1/12/2024,Spanish,8
1/12/2024,Spanish,214
1/11/2024,Spanish,303
1/11/2024,Spanish,51
1/11/2024,Spanish,404
1/11/2024,Spanish,2128
1/11/2024,Spanish,58
1/11/2024,Spanish,20
1/11/2024,Spanish,271
1/11/2024,Spanish,396
1/11/2024,Spanish,1547
1/11/2024,Spanish,36
1/11/2024,Spanish,81
1/11/2024,Spanish,2922
1/11/2024,Spanish,9
1/11/2024,Spanish,17
1/11/2024,Spanish,804
1/11/2024,Spanish,13
1/11/2024,Spanish,1
1/11/2024,Spanish,14
1/11/2024,Spanish,43
1/10/2024,Spanish,301
1/10/2024,Spanish,25
1/10/2024,Spanish,512
1/10/2024,Spanish,2059
1/10/2024,Spanish,298
1/10/2024,Spanish,16
1/10/2024,Spanish,17
1/10/2024,Spanish,397
1/10/2024,Spanish,1948
1/10/2024,Spanish,77
1/10/2024,Spanish,27
1/10/2024,Spanish,5857
1/10/2024,Spanish,26
1/10/2024,Spanish,10
1/10/2024,Spanish,434
1/10/2024,Spanish,12
1/10/2024,Spanish,17
1/10/2024,Spanish,9
1/10/2024,Spanish,96
1/9/2024,Spanish,282
1/9/2024,Spanish,20
1/9/2024,Spanish,360
1/9/2024,Spanish,2315
1/9/2024,Spanish,38
1/9/2024,Spanish,17
1/9/2024,Spanish,37
1/9/2024,Spanish,428
1/9/2024,Spanish,1765
1/9/2024,Spanish,63
1/9/2024,Spanish,30
1/9/2024,Spanish,3201
1/9/2024,Spanish,82
1/9/2024,Spanish,49
1/9/2024,Spanish,415
1/9/2024,Spanish,4
1/9/2024,Spanish,9
1/9/2024,Spanish,60
1/9/2024,Spanish,15
1/8/2024,Spanish,409
1/8/2024,Spanish,27
1/8/2024,Spanish,407
1/8/2024,Spanish,2120
1/8/2024,Spanish,39
1/8/2024,Spanish,44
1/8/2024,Spanish,17
1/8/2024,Spanish,785
1/8/2024,Spanish,1145
1/8/2024,Spanish,102
1/8/2024,Spanish,26
1/8/2024,Spanish,1932
1/8/2024,Spanish,19
1/8/2024,Spanish,13
1/8/2024,Spanish,209
1/8/2024,Spanish,29
1/8/2024,Spanish,7
1/8/2024,Spanish,11
1/8/2024,Spanish,9
1/7/2024,Spanish,319
1/7/2024,Spanish,65
1/7/2024,Spanish,443
1/7/2024,Spanish,1856
1/7/2024,Spanish,30
1/7/2024,Spanish,15
1/7/2024,Spanish,6
1/7/2024,Spanish,614
1/7/2024,Spanish,940
1/7/2024,Spanish,134
1/7/2024,Spanish,16
1/7/2024,Spanish,1453
1/7/2024,Spanish,10
1/7/2024,Spanish,11
1/7/2024,Spanish,453
1/7/2024,Spanish,6
1/7/2024,Spanish,3
1/7/2024,Spanish,6
1/7/2024,Spanish,48
1/6/2024,Spanish,380
1/6/2024,Spanish,48
1/6/2024,Spanish,703
1/6/2024,Spanish,1788
1/6/2024,Spanish,111
1/6/2024,Spanish,17
1/6/2024,Spanish,12
1/6/2024,Spanish,795
1/6/2024,Spanish,1448
1/6/2024,Spanish,112
1/6/2024,Spanish,17
1/6/2024,Spanish,1589
1/6/2024,Spanish,3
1/6/2024,Spanish,33
1/6/2024,Spanish,494
1/6/2024,Spanish,27
1/6/2024,Spanish,5
1/6/2024,Spanish,9
1/6/2024,Spanish,28
1/5/2024,Spanish,380
1/5/2024,Spanish,21
1/5/2024,Spanish,610
1/5/2024,Spanish,2973
1/5/2024,Spanish,67
1/5/2024,Spanish,2
1/5/2024,Spanish,13
1/5/2024,Spanish,508
1/5/2024,Spanish,1247
1/5/2024,Spanish,227
1/5/2024,Spanish,30
1/5/2024,Spanish,2531
1/5/2024,Spanish,32
1/5/2024,Spanish,13
1/5/2024,Spanish,607
1/5/2024,Spanish,19
1/5/2024,Spanish,18
1/5/2024,Spanish,25
1/4/2024,Spanish,290
1/4/2024,Spanish,33
1/4/2024,Spanish,501
1/4/2024,Spanish,1951
1/4/2024,Spanish,347
1/4/2024,Spanish,8
1/4/2024,Spanish,21
1/4/2024,Spanish,396
1/4/2024,Spanish,1256
1/4/2024,Spanish,29
1/4/2024,Spanish,7
1/4/2024,Spanish,2209
1/4/2024,Spanish,6
1/4/2024,Spanish,22
1/4/2024,Spanish,206
1/4/2024,Spanish,12
1/4/2024,Spanish,15
1/4/2024,Spanish,10
1/4/2024,Spanish,23
1/3/2024,Spanish,142
1/3/2024,Spanish,26
1/3/2024,Spanish,266
1/3/2024,Spanish,1989
1/3/2024,Spanish,106
1/3/2024,Spanish,3
1/3/2024,Spanish,24
1/3/2024,Spanish,693
1/3/2024,Spanish,44740
1/3/2024,Spanish,35
1/3/2024,Spanish,11
1/3/2024,Spanish,3473
1/3/2024,Spanish,10
1/3/2024,Spanish,21
1/3/2024,Spanish,235
1/3/2024,Spanish,23
1/3/2024,Spanish,5
1/3/2024,Spanish,22
1/3/2024,Spanish,49
1/2/2024,Spanish,124
1/2/2024,Spanish,31
1/2/2024,Spanish,178
1/2/2024,Spanish,1366
1/2/2024,Spanish,892
1/2/2024,Spanish,11
1/2/2024,Spanish,9
1/2/2024,Spanish,452
1/2/2024,Spanish,1723
1/2/2024,Spanish,1
1/2/2024,Spanish,77
1/2/2024,Spanish,6
1/2/2024,Spanish,3477
1/2/2024,Spanish,5
1/2/2024,Spanish,222
1/2/2024,Spanish,51
1/2/2024,Spanish,2
1/2/2024,Spanish,11
1/2/2024,Spanish,9
1/1/2024,Spanish,90
1/1/2024,Spanish,25
1/1/2024,Spanish,299
1/1/2024,Spanish,922
1/1/2024,Spanish,139
1/1/2024,Spanish,27
1/1/2024,Spanish,7
1/1/2024,Spanish,610
1/1/2024,Spanish,1867
1/1/2024,Spanish,1
1/1/2024,Spanish,86
1/1/2024,Spanish,8
1/1/2024,Spanish,2056
1/1/2024,Spanish,2
1/1/2024,Spanish,12
1/1/2024,Spanish,351
1/1/2024,Spanish,11
1/1/2024,Spanish,3
1/1/2024,Spanish,31
1/12/2023,Spanish,82
1/12/2023,Spanish,55
1/12/2023,Spanish,283
1/12/2023,Spanish,785
1/12/2023,Spanish,34
1/12/2023,Spanish,17
1/12/2023,Spanish,10
1/12/2023,Spanish,230
1/12/2023,Spanish,1330
1/12/2023,Spanish,23
1/12/2023,Spanish,7
1/12/2023,Spanish,1333
1/12/2023,Spanish,1
1/12/2023,Spanish,7
1/12/2023,Spanish,255
1/12/2023,Spanish,11
1/12/2023,Spanish,14
1/12/2023,Spanish,7
1/12/2023,Spanish,11
1/11/2023,Spanish,293
