date,language,totalDownloads
1/12/2024,Arabic,5
1/12/2024,Arabic,58
1/12/2024,Arabic,27
1/12/2024,Arabic,3
1/12/2024,Arabic,2
1/12/2024,Arabic,3
1/12/2024,Arabic,2
1/12/2024,Arabic,26
1/12/2024,Arabic,4
1/12/2024,Arabic,2
1/11/2024,Arabic,17
1/11/2024,Arabic,16
1/11/2024,Arabic,38
1/11/2024,Arabic,1
1/11/2024,Arabic,15
1/11/2024,Arabic,13
1/10/2024,Arabic,28
1/10/2024,Arabic,10
1/10/2024,Arabic,38
1/10/2024,Arabic,4
1/10/2024,Arabic,1
1/10/2024,Arabic,3
1/10/2024,Arabic,20
1/10/2024,Arabic,9
1/10/2024,Arabic,1
1/9/2024,Arabic,1
1/9/2024,Arabic,37
1/9/2024,Arabic,19
1/9/2024,Arabic,2
1/9/2024,Arabic,3
1/9/2024,Arabic,1
1/9/2024,Arabic,1
1/9/2024,Arabic,8
1/9/2024,Arabic,16
1/8/2024,Arabic,9
1/8/2024,Arabic,8
1/8/2024,Arabic,25
1/8/2024,Arabic,17
1/8/2024,Arabic,4
1/8/2024,Arabic,5
1/8/2024,Arabic,15
1/8/2024,Arabic,2
1/7/2024,Arabic,4
1/7/2024,Arabic,10
1/7/2024,Arabic,51
1/7/2024,Arabic,6
1/7/2024,Arabic,5
1/7/2024,Arabic,6
1/7/2024,Arabic,12
1/7/2024,Arabic,1
1/6/2024,Arabic,2
1/6/2024,Arabic,13
1/6/2024,Arabic,15
1/6/2024,Arabic,3
1/6/2024,Arabic,10
1/6/2024,Arabic,1
1/6/2024,Arabic,1
1/6/2024,Arabic,38
1/5/2024,Arabic,1
1/5/2024,Arabic,20
1/5/2024,Arabic,24
1/5/2024,Arabic,2
1/5/2024,Arabic,25
1/5/2024,Arabic,4
1/5/2024,Arabic,1
1/5/2024,Arabic,88
1/5/2024,Arabic,4
1/4/2024,Arabic,2
1/4/2024,Arabic,5
1/4/2024,Arabic,26
1/4/2024,Arabic,567
1/4/2024,Arabic,1
1/4/2024,Arabic,1
1/4/2024,Arabic,81
1/4/2024,Arabic,6
1/4/2024,Arabic,8
1/4/2024,Arabic,3
1/4/2024,Arabic,1
1/3/2024,Arabic,4
1/3/2024,Arabic,5
1/3/2024,Arabic,311
1/3/2024,Arabic,1
1/3/2024,Arabic,2
1/3/2024,Arabic,7
1/3/2024,Arabic,11
1/3/2024,Arabic,5
1/2/2024,Arabic,1
1/2/2024,Arabic,14
1/2/2024,Arabic,17
1/2/2024,Arabic,139
1/2/2024,Arabic,2
1/2/2024,Arabic,1
1/2/2024,Arabic,1
1/2/2024,Arabic,2
1/2/2024,Arabic,14
1/2/2024,Arabic,11
1/2/2024,Arabic,2
1/2/2024,Arabic,15
1/1/2024,Arabic,4
1/1/2024,Arabic,26
1/1/2024,Arabic,415
1/1/2024,Arabic,1
1/1/2024,Arabic,11
1/12/2023,Arabic,1
1/12/2023,Arabic,20
1/12/2023,Arabic,32
1/12/2023,Arabic,1
1/12/2023,Arabic,1
1/12/2023,Arabic,7
1/12/2023,Arabic,2
1/12/2023,Arabic,3
1/11/2023,Arabic,4
1/11/2023,Arabic,25
1/11/2023,Arabic,17
1/11/2023,Arabic,2
1/11/2023,Arabic,3
1/11/2023,Arabic,22
1/11/2023,Arabic,1
1/11/2023,Arabic,1
1/10/2023,Arabic,6
1/10/2023,Arabic,11
1/10/2023,Arabic,155
1/10/2023,Arabic,3
1/10/2023,Arabic,1
1/10/2023,Arabic,4
1/10/2023,Arabic,8
1/10/2023,Arabic,2
1/9/2023,Arabic,7
1/9/2023,Arabic,4
1/9/2023,Arabic,13
1/9/2023,Arabic,14
1/9/2023,Arabic,8
1/9/2023,Arabic,1
1/9/2023,Arabic,37
1/9/2023,Arabic,32
1/9/2023,Arabic,1
1/8/2023,Arabic,3
1/8/2023,Arabic,12
1/8/2023,Arabic,14
1/8/2023,Arabic,2
1/8/2023,Arabic,5
1/8/2023,Arabic,1
1/8/2023,Arabic,2
1/8/2023,Arabic,33
1/8/2023,Arabic,2
1/7/2023,Arabic,7
1/7/2023,Arabic,6
1/7/2023,Arabic,10
1/7/2023,Arabic,1
1/7/2023,Arabic,2
1/7/2023,Arabic,5
1/7/2023,Arabic,6
1/6/2023,Arabic,3
1/6/2023,Arabic,16
1/6/2023,Arabic,28
1/6/2023,Arabic,1
1/6/2023,Arabic,5
1/5/2023,Arabic,11
1/5/2023,Arabic,22
1/5/2023,Arabic,16
1/5/2023,Arabic,1
1/5/2023,Arabic,3
1/5/2023,Arabic,6
1/5/2023,Arabic,7
1/4/2023,Arabic,1
1/4/2023,Arabic,10
1/4/2023,Arabic,23
1/4/2023,Arabic,1
1/4/2023,Arabic,4
1/4/2023,Arabic,40
1/4/2023,Arabic,7
1/3/2023,Arabic,2
1/3/2023,Arabic,1
1/3/2023,Arabic,15
1/3/2023,Arabic,18
1/3/2023,Arabic,1
1/3/2023,Arabic,4
1/3/2023,Arabic,2
1/2/2023,Arabic,4
1/2/2023,Arabic,21
1/2/2023,Arabic,1
1/2/2023,Arabic,1
1/2/2023,Arabic,9
1/2/2023,Arabic,1
1/2/2023,Arabic,9
1/2/2023,Arabic,3
1/1/2023,Arabic,1
1/1/2023,Arabic,21
1/1/2023,Arabic,16
1/1/2023,Arabic,5
1/1/2023,Arabic,4
1/1/2023,Arabic,3
1/1/2023,Arabic,7
1/1/2023,Arabic,3
1/1/2023,Arabic,2
1/12/2022,Arabic,1
1/12/2022,Arabic,6
1/12/2022,Arabic,35
1/12/2022,Arabic,2
1/12/2022,Arabic,14
1/12/2022,Arabic,2
1/11/2022,Arabic,11
1/11/2022,Arabic,4
1/11/2022,Arabic,90
1/11/2022,Arabic,6
1/11/2022,Arabic,10
1/11/2022,Arabic,1
1/10/2022,Arabic,5
1/10/2022,Arabic,7
1/10/2022,Arabic,55
1/10/2022,Arabic,2
1/10/2022,Arabic,1
1/10/2022,Arabic,2
1/10/2022,Arabic,2
1/10/2022,Arabic,2
1/9/2022,Arabic,19
1/9/2022,Arabic,2
1/9/2022,Arabic,4
1/9/2022,Arabic,9
1/9/2022,Arabic,2
1/9/2022,Arabic,1
1/9/2022,Arabic,2
1/8/2022,Arabic,1
1/8/2022,Arabic,4
1/8/2022,Arabic,8
1/8/2022,Arabic,1
1/8/2022,Arabic,6
1/8/2022,Arabic,4
1/7/2022,Arabic,2
1/7/2022,Arabic,3
1/7/2022,Arabic,8
1/7/2022,Arabic,2
1/7/2022,Arabic,2
1/7/2022,Arabic,1
1/7/2022,Arabic,2
1/6/2022,Arabic,3
1/6/2022,Arabic,7
1/6/2022,Arabic,14
1/6/2022,Arabic,6
1/6/2022,Arabic,1
1/5/2022,Arabic,6
1/5/2022,Arabic,2
1/5/2022,Arabic,16
1/5/2022,Arabic,3
1/5/2022,Arabic,1
1/5/2022,Arabic,16
1/5/2022,Arabic,1
1/5/2022,Arabic,19
1/4/2022,Arabic,2
1/4/2022,Arabic,11
1/4/2022,Arabic,22
1/4/2022,Arabic,2
1/4/2022,Arabic,4
1/4/2022,Arabic,2
1/4/2022,Arabic,2
1/4/2022,Arabic,6
1/3/2022,Arabic,21
1/3/2022,Arabic,22
1/3/2022,Arabic,21
1/3/2022,Arabic,1
1/3/2022,Arabic,1
1/3/2022,Arabic,1
1/3/2022,Arabic,1
1/3/2022,Arabic,1
1/3/2022,Arabic,6
1/2/2022,Arabic,5
1/2/2022,Arabic,7
1/2/2022,Arabic,24
1/2/2022,Arabic,1
1/2/2022,Arabic,1
1/2/2022,Arabic,7
1/2/2022,Arabic,20
1/1/2022,Arabic,6
1/1/2022,Arabic,8
1/1/2022,Arabic,15
1/1/2022,Arabic,1
1/1/2022,Arabic,1
1/1/2022,Arabic,2
1/1/2022,Arabic,6
1/1/2022,Arabic,7
1/12/2021,Arabic,6
1/12/2021,Arabic,27
1/12/2021,Arabic,23
1/12/2021,Arabic,5
1/12/2021,Arabic,1
1/12/2021,Arabic,3
1/11/2021,Arabic,2
1/11/2021,Arabic,12
1/11/2021,Arabic,30
1/11/2021,Arabic,1
1/11/2021,Arabic,1
1/11/2021,Arabic,1
1/11/2021,Arabic,5
1/10/2021,Arabic,18
1/10/2021,Arabic,4
1/10/2021,Arabic,48
1/10/2021,Arabic,4
1/10/2021,Arabic,2
1/10/2021,Arabic,1
1/9/2021,Arabic,7
1/9/2021,Arabic,21
1/9/2021,Arabic,4
1/9/2021,Arabic,1
1/9/2021,Arabic,1
1/8/2021,Arabic,6
1/8/2021,Arabic,5
1/8/2021,Arabic,18
1/8/2021,Arabic,4
1/8/2021,Arabic,1
1/7/2021,Arabic,2
1/7/2021,Arabic,22
1/7/2021,Arabic,6
1/7/2021,Arabic,3
1/7/2021,Arabic,1
1/7/2021,Arabic,2
1/7/2021,Arabic,1
1/7/2021,Arabic,7
1/7/2021,Arabic,1
1/6/2021,Arabic,7
1/6/2021,Arabic,10
1/6/2021,Arabic,13
1/6/2021,Arabic,5
1/6/2021,Arabic,5
1/6/2021,Arabic,2
1/6/2021,Arabic,2
1/5/2021,Arabic,9
1/5/2021,Arabic,6
1/5/2021,Arabic,3
1/5/2021,Arabic,1
1/5/2021,Arabic,1
1/5/2021,Arabic,12
1/5/2021,Arabic,2
1/4/2021,Arabic,21
1/4/2021,Arabic,21
1/4/2021,Arabic,11
1/4/2021,Arabic,2
1/4/2021,Arabic,1
1/3/2021,Arabic,36
1/3/2021,Arabic,12
1/3/2021,Arabic,2
1/3/2021,Arabic,1
1/3/2021,Arabic,2
1/3/2021,Arabic,2
1/2/2021,Arabic,1
1/2/2021,Arabic,39
1/2/2021,Arabic,1
1/2/2021,Arabic,1
1/2/2021,Arabic,6
1/2/2021,Arabic,1
1/1/2021,Arabic,24
1/1/2021,Arabic,6
1/1/2021,Arabic,5
1/1/2021,Arabic,4
1/1/2021,Arabic,5
1/12/2020,Arabic,2
1/12/2020,Arabic,6
1/12/2020,Arabic,4
1/12/2020,Arabic,10
1/12/2020,Arabic,13
1/12/2020,Arabic,3
1/12/2020,Arabic,3
1/11/2020,Arabic,12
1/11/2020,Arabic,42
1/11/2020,Arabic,15
1/11/2020,Arabic,2
1/11/2020,Arabic,1
1/11/2020,Arabic,14
1/10/2020,Arabic,9
1/10/2020,Arabic,5
1/10/2020,Arabic,3
1/10/2020,Arabic,1
1/10/2020,Arabic,13
1/10/2020,Arabic,3
1/10/2020,Arabic,4
1/10/2020,Arabic,25
1/9/2020,Arabic,1
1/9/2020,Arabic,1
1/9/2020,Arabic,3
1/9/2020,Arabic,3
1/9/2020,Arabic,1
1/8/2020,Arabic,2
1/8/2020,Arabic,2
1/8/2020,Arabic,6
1/8/2020,Arabic,1
1/8/2020,Arabic,65
1/8/2020,Arabic,3
1/8/2020,Arabic,1
1/7/2020,Arabic,7
1/7/2020,Arabic,9
1/7/2020,Arabic,4
1/7/2020,Arabic,1
1/7/2020,Arabic,3
1/7/2020,Arabic,2
1/6/2020,Arabic,2
1/6/2020,Arabic,1
1/6/2020,Arabic,2
1/6/2020,Arabic,8
1/6/2020,Arabic,31
1/6/2020,Arabic,1
1/5/2020,Arabic,3
1/5/2020,Arabic,6
1/5/2020,Arabic,5
1/5/2020,Arabic,3
1/5/2020,Arabic,3
1/5/2020,Arabic,2
1/4/2020,Arabic,2
1/4/2020,Arabic,6
1/4/2020,Arabic,8
1/4/2020,Arabic,6
1/4/2020,Arabic,1
1/4/2020,Arabic,5
1/4/2020,Arabic,4
1/4/2020,Arabic,4
1/4/2020,Arabic,1
1/3/2020,Arabic,9
1/3/2020,Arabic,15
1/3/2020,Arabic,8
1/3/2020,Arabic,3
1/3/2020,Arabic,1
1/3/2020,Arabic,9
1/2/2020,Arabic,2
1/2/2020,Arabic,24
1/2/2020,Arabic,36
1/2/2020,Arabic,1
1/2/2020,Arabic,19
1/1/2020,Arabic,15
1/1/2020,Arabic,25
1/1/2020,Arabic,1
1/1/2020,Arabic,2
1/12/2019,Arabic,2
1/12/2019,Arabic,23
1/12/2019,Arabic,18
1/12/2019,Arabic,3
1/12/2019,Arabic,1
1/11/2019,Arabic,1
1/11/2019,Arabic,5
1/11/2019,Arabic,1
1/11/2019,Arabic,14
1/11/2019,Arabic,1
1/11/2019,Arabic,1
1/10/2019,Arabic,11
1/10/2019,Arabic,1
1/10/2019,Arabic,1
1/9/2019,Arabic,11
1/9/2019,Arabic,5
1/9/2019,Arabic,2
1/8/2019,Arabic,1
1/8/2019,Arabic,5
1/8/2019,Arabic,2
1/8/2019,Arabic,2
1/8/2019,Arabic,2
1/7/2019,Arabic,23
1/7/2019,Arabic,35
1/6/2019,Arabic,5
1/6/2019,Arabic,1
1/6/2019,Arabic,5
1/6/2019,Arabic,26
1/5/2019,Arabic,4
1/5/2019,Arabic,4
1/5/2019,Arabic,1
1/4/2019,Arabic,71
1/4/2019,Arabic,1
1/4/2019,Arabic,2
1/3/2019,Arabic,4
1/3/2019,Arabic,6
1/3/2019,Arabic,2
1/3/2019,Arabic,1
1/3/2019,Arabic,29
1/2/2019,Arabic,1
1/2/2019,Arabic,4
1/2/2019,Arabic,35
1/1/2019,Arabic,1
1/1/2019,Arabic,37
1/1/2019,Arabic,6
1/1/2019,Arabic,25
1/1/2019,Arabic,2
1/1/2019,Arabic,1
1/12/2018,Arabic,1
1/12/2018,Arabic,1
1/12/2018,Arabic,1
1/12/2018,Arabic,1
1/11/2018,Arabic,6
1/11/2018,Arabic,11
1/11/2018,Arabic,3
1/10/2018,Arabic,1
1/10/2018,Arabic,1
1/10/2018,Arabic,54
1/10/2018,Arabic,6
1/10/2018,Arabic,1
1/10/2018,Arabic,2
1/10/2018,Arabic,3
1/10/2018,Arabic,1
1/9/2018,Arabic,1
1/9/2018,Arabic,7
1/9/2018,Arabic,3
1/8/2018,Arabic,4
1/8/2018,Arabic,7
1/8/2018,Arabic,3
1/8/2018,Arabic,1
1/8/2018,Arabic,1
1/7/2018,Arabic,61
1/7/2018,Arabic,4
1/7/2018,Arabic,2
1/7/2018,Arabic,1
1/7/2018,Arabic,2
1/6/2018,Arabic,3
1/6/2018,Arabic,2
1/6/2018,Arabic,3
1/5/2018,Arabic,1
1/5/2018,Arabic,58
1/5/2018,Arabic,1
1/4/2018,Arabic,4
1/4/2018,Arabic,6
1/4/2018,Arabic,296
1/4/2018,Arabic,2
1/4/2018,Arabic,1
1/4/2018,Arabic,2
1/4/2018,Arabic,13
1/3/2018,Arabic,71
1/3/2018,Arabic,36
1/3/2018,Arabic,1
1/2/2018,Arabic,3
1/2/2018,Arabic,7
1/2/2018,Arabic,195
1/2/2018,Arabic,3
1/2/2018,Arabic,1
1/1/2018,Arabic,9
1/1/2018,Arabic,1
1/1/2018,Arabic,1
1/1/2018,Arabic,107
1/1/2018,Arabic,1
1/1/2018,Arabic,4
1/12/2017,Arabic,1
1/12/2017,Arabic,17
1/12/2017,Arabic,14
1/12/2017,Arabic,10
1/11/2017,Arabic,2
1/11/2017,Arabic,30
1/11/2017,Arabic,2
1/11/2017,Arabic,5
1/11/2017,Arabic,2
1/11/2017,Arabic,18
1/10/2017,Arabic,5
1/10/2017,Arabic,2
1/10/2017,Arabic,6
1/10/2017,Arabic,1
1/10/2017,Arabic,1
1/10/2017,Arabic,5
1/10/2017,Arabic,30
1/9/2017,Arabic,1
1/9/2017,Arabic,13
1/9/2017,Arabic,2
1/9/2017,Arabic,4
1/9/2017,Arabic,2
1/9/2017,Arabic,4
1/8/2017,Arabic,11
1/8/2017,Arabic,1
1/8/2017,Arabic,2
1/7/2017,Arabic,1
1/7/2017,Arabic,2
1/6/2017,Arabic,3
1/6/2017,Arabic,92
1/5/2017,Arabic,7
1/5/2017,Arabic,1
1/5/2017,Arabic,5
1/4/2017,Arabic,1
1/4/2017,Arabic,11
1/4/2017,Arabic,4
1/4/2017,Arabic,3
1/3/2017,Arabic,4
1/3/2017,Arabic,1
1/3/2017,Arabic,13
1/2/2017,Arabic,1
1/2/2017,Arabic,1
1/12/2016,Arabic,2
1/11/2016,Arabic,4
1/11/2016,Arabic,4
1/11/2016,Arabic,1
1/11/2016,Arabic,1
1/11/2016,Arabic,2
1/10/2016,Arabic,4
1/10/2016,Arabic,7
1/9/2016,Arabic,1
1/9/2016,Arabic,15
1/7/2016,Arabic,2
1/6/2016,Arabic,1
1/6/2016,Arabic,2
1/5/2016,Arabic,3
1/5/2016,Arabic,2
1/5/2016,Arabic,4
1/5/2016,Arabic,1
1/4/2016,Arabic,1
1/4/2016,Arabic,3
1/3/2016,Arabic,2
1/3/2016,Arabic,5
1/3/2016,Arabic,1
1/2/2016,Arabic,1
1/2/2016,Arabic,2
1/12/2015,Arabic,1
1/12/2015,Arabic,2
1/11/2015,Arabic,3
1/11/2015,Arabic,3
1/11/2015,Arabic,3
1/11/2015,Arabic,1
1/10/2015,Arabic,1
1/10/2015,Arabic,4
1/10/2015,Arabic,2
1/10/2015,Arabic,2
1/10/2015,Arabic,2
1/9/2015,Arabic,1
1/9/2015,Arabic,11
1/9/2015,Arabic,1
1/9/2015,Arabic,2
1/8/2015,Arabic,1
1/8/2015,Arabic,3
1/7/2015,Arabic,1
1/7/2015,Arabic,2
1/6/2015,Arabic,3
1/5/2015,Arabic,1
1/5/2015,Arabic,1
1/5/2015,Arabic,1
1/5/2015,Arabic,5
1/4/2015,Arabic,1
1/4/2015,Arabic,10
1/4/2015,Arabic,2
1/4/2015,Arabic,3
1/3/2015,Arabic,2
1/3/2015,Arabic,3
1/2/2015,Arabic,2
1/2/2015,Arabic,1
1/1/2015,Arabic,2
1/1/2015,Arabic,1
1/12/2014,Arabic,2
1/12/2014,Arabic,1
1/12/2014,Arabic,2
1/12/2014,Arabic,2
1/11/2014,Arabic,1
1/11/2014,Arabic,1
1/11/2014,Arabic,8
1/11/2014,Arabic,1
1/10/2014,Arabic,2
1/10/2014,Arabic,1
1/9/2014,Arabic,2
1/8/2014,Arabic,1
1/8/2014,Arabic,1
1/7/2014,Arabic,1
1/6/2014,Arabic,2
1/6/2014,Arabic,1
1/5/2014,Arabic,9
1/5/2014,Arabic,1
1/5/2014,Arabic,2
1/5/2014,Arabic,1
1/3/2014,Arabic,12
1/3/2014,Arabic,3
1/2/2014,Arabic,1
1/2/2014,Arabic,1
1/1/2014,Arabic,32
1/12/2024,English,220
1/12/2024,English,902
1/12/2024,English,1498
1/12/2024,English,5522
1/11/2024,English,532
1/11/2024,English,4612
1/11/2024,English,4483
1/11/2024,English,4527
1/10/2024,English,513
1/10/2024,English,4697
1/10/2024,English,7027
1/10/2024,English,7639
1/9/2024,English,341
1/9/2024,English,2198
1/9/2024,English,2254
1/9/2024,English,3176
1/8/2024,English,15821
1/8/2024,English,509
1/8/2024,English,4908
1/8/2024,English,3026
1/7/2024,English,171
1/7/2024,English,493
1/7/2024,English,801
1/7/2024,English,3803
1/6/2024,English,357
1/6/2024,English,1026
1/6/2024,English,1048
1/6/2024,English,3100
1/5/2024,English,625
1/5/2024,English,2280
1/5/2024,English,5752
1/5/2024,English,3604
1/4/2024,English,286
1/4/2024,English,941
1/4/2024,English,102621
1/4/2024,English,4015
1/3/2024,English,289
1/3/2024,English,1363
1/3/2024,English,114546
1/3/2024,English,11258
1/2/2024,English,184
1/2/2024,English,793
1/2/2024,English,10052
1/2/2024,English,3758
1/1/2024,English,465
1/1/2024,English,561
1/1/2024,English,1551
1/1/2024,English,3233
1/12/2023,English,167
1/12/2023,English,455
1/12/2023,English,796
1/12/2023,English,2538
1/11/2023,English,267
1/11/2023,English,979
1/11/2023,English,1613
1/11/2023,English,4069
1/10/2023,English,715
1/10/2023,English,928
1/10/2023,English,3319
1/10/2023,English,4781
1/9/2023,English,322
1/9/2023,English,613
1/9/2023,English,451
1/9/2023,English,2817
1/8/2023,English,774
1/8/2023,English,582
1/8/2023,English,772
1/8/2023,English,4398
1/7/2023,English,307
1/7/2023,English,321
1/7/2023,English,667
1/7/2023,English,5748
1/6/2023,English,216
1/6/2023,English,513
1/6/2023,English,653
1/6/2023,English,2065
1/5/2023,English,219
1/5/2023,English,370
1/5/2023,English,627
1/5/2023,English,2886
1/4/2023,English,261
1/4/2023,English,433
1/4/2023,English,922
1/4/2023,English,4578
1/3/2023,English,323
1/3/2023,English,1013
1/3/2023,English,1032
1/3/2023,English,4904
1/2/2023,English,228
1/2/2023,English,535
1/2/2023,English,1021
1/2/2023,English,3714
1/1/2023,English,346
1/1/2023,English,416
1/1/2023,English,1254
1/1/2023,English,2735
1/12/2022,English,248
1/12/2022,English,182
1/12/2022,English,931
1/12/2022,English,2031
1/11/2022,English,112
1/11/2022,English,383
1/11/2022,English,1417
1/11/2022,English,3499
1/10/2022,English,654
1/10/2022,English,730
1/10/2022,English,837
1/10/2022,English,14751
1/9/2022,English,315
1/9/2022,English,252
1/9/2022,English,579
1/9/2022,English,2343
1/8/2022,English,761
1/8/2022,English,354
1/8/2022,English,771
1/8/2022,English,1814
1/7/2022,English,117
1/7/2022,English,359
1/7/2022,English,1267
1/7/2022,English,7977
1/6/2022,English,122
1/6/2022,English,281
1/6/2022,English,661
1/6/2022,English,3384
1/5/2022,English,484
1/5/2022,English,280
1/5/2022,English,403
1/5/2022,English,7195
1/4/2022,English,350
1/4/2022,English,387
1/4/2022,English,702
1/4/2022,English,3877
1/3/2022,English,253
1/3/2022,English,2039
1/3/2022,English,1085
1/3/2022,English,2128
1/2/2022,English,274
1/2/2022,English,745
1/2/2022,English,911
1/2/2022,English,14990
1/1/2022,English,81
1/1/2022,English,437
1/1/2022,English,685
1/1/2022,English,12000
1/12/2021,English,191
1/12/2021,English,493
1/12/2021,English,567
1/12/2021,English,1505
1/11/2021,English,158
1/11/2021,English,559
1/11/2021,English,996
1/11/2021,English,2035
1/10/2021,English,400
1/10/2021,English,299
1/10/2021,English,1227
1/10/2021,English,2091
1/9/2021,English,557
1/9/2021,English,253
1/9/2021,English,560
1/9/2021,English,2500
1/8/2021,English,408
1/8/2021,English,136
1/8/2021,English,1242
1/8/2021,English,2165
1/7/2021,English,361
1/7/2021,English,213
1/7/2021,English,732
1/7/2021,English,1404
1/6/2021,English,239
1/6/2021,English,251
1/6/2021,English,760
1/6/2021,English,1768
1/5/2021,English,83
1/5/2021,English,346
1/5/2021,English,461
1/5/2021,English,1992
1/4/2021,English,222
1/4/2021,English,1087
1/4/2021,English,1007
1/4/2021,English,2331
1/3/2021,English,213
1/3/2021,English,859
1/3/2021,English,1317
1/3/2021,English,3259
1/2/2021,English,167
1/2/2021,English,352
1/2/2021,English,1247
1/2/2021,English,2741
1/1/2021,English,98
1/1/2021,English,351
1/1/2021,English,1410
1/1/2021,English,12745
1/12/2020,English,151
1/12/2020,English,244
1/12/2020,English,655
1/12/2020,English,1429
1/11/2020,English,227
1/11/2020,English,359
1/11/2020,English,820
1/11/2020,English,3309
1/10/2020,English,480
1/10/2020,English,369
1/10/2020,English,574
1/10/2020,English,2855
1/9/2020,English,636
1/9/2020,English,251
1/9/2020,English,516
1/9/2020,English,2338
1/8/2020,English,401
1/8/2020,English,527
1/8/2020,English,359
1/8/2020,English,1691
1/7/2020,English,303
1/7/2020,English,231
1/7/2020,English,959
1/7/2020,English,2341
1/6/2020,English,204
1/6/2020,English,707
1/6/2020,English,711
1/6/2020,English,3149
1/5/2020,English,342
1/5/2020,English,338
1/5/2020,English,650
1/5/2020,English,2558
1/4/2020,English,231
1/4/2020,English,439
1/4/2020,English,431
1/4/2020,English,4216
1/3/2020,English,113
1/3/2020,English,751
1/3/2020,English,868
1/3/2020,English,1521
1/2/2020,English,136
1/2/2020,English,738
1/2/2020,English,1294
1/2/2020,English,2650
1/1/2020,English,100
1/1/2020,English,362
1/1/2020,English,1695
1/1/2020,English,1333
1/12/2019,English,129
1/12/2019,English,256
1/12/2019,English,719
1/12/2019,English,1061
1/11/2019,English,95
1/11/2019,English,354
1/11/2019,English,650
1/11/2019,English,2375
1/10/2019,English,90
1/10/2019,English,160
1/10/2019,English,766
1/10/2019,English,2250
1/9/2019,English,166
1/9/2019,English,153
1/9/2019,English,355
1/9/2019,English,1577
1/8/2019,English,180
1/8/2019,English,143
1/8/2019,English,242
1/8/2019,English,1320
1/7/2019,English,68
1/7/2019,English,856
1/7/2019,English,507
1/7/2019,English,1171
1/6/2019,English,126
1/6/2019,English,183
1/6/2019,English,274
1/6/2019,English,1152
1/5/2019,English,183
1/5/2019,English,165
1/5/2019,English,422
1/5/2019,English,1279
1/4/2019,English,277
1/4/2019,English,116
1/4/2019,English,589
1/4/2019,English,1621
1/3/2019,English,106
1/3/2019,English,288
1/3/2019,English,1101
1/3/2019,English,2001
1/2/2019,English,165
1/2/2019,English,201
1/2/2019,English,758
1/2/2019,English,1748
1/1/2019,English,151
1/1/2019,English,96
1/1/2019,English,689
1/1/2019,English,1295
1/12/2018,English,159
1/12/2018,English,102
1/12/2018,English,306
1/12/2018,English,1168
1/11/2018,English,81
1/11/2018,English,128
1/11/2018,English,530
1/11/2018,English,1353
1/10/2018,English,65
1/10/2018,English,260
1/10/2018,English,492
1/10/2018,English,2049
1/9/2018,English,91
1/9/2018,English,84
1/9/2018,English,178
1/9/2018,English,4439
1/8/2018,English,206
1/8/2018,English,92
1/8/2018,English,363
1/8/2018,English,1314
1/7/2018,English,127
1/7/2018,English,89
1/7/2018,English,326
1/7/2018,English,1774
1/6/2018,English,422
1/6/2018,English,111
1/6/2018,English,358
1/6/2018,English,1494
1/5/2018,English,212
1/5/2018,English,184
1/5/2018,English,376
1/5/2018,English,2968
1/4/2018,English,108
1/4/2018,English,166
1/4/2018,English,498
1/4/2018,English,2248
1/3/2018,English,129
1/3/2018,English,384
1/3/2018,English,857
1/3/2018,English,1519
1/2/2018,English,61
1/2/2018,English,199
1/2/2018,English,1165
1/2/2018,English,1467
1/1/2018,English,537
1/1/2018,English,238
1/1/2018,English,698
1/1/2018,English,1033
1/12/2017,English,69
1/12/2017,English,113
1/12/2017,English,780
1/12/2017,English,1181
1/11/2017,English,99
1/11/2017,English,128
1/11/2017,English,420
1/11/2017,English,2041
1/10/2017,English,162
1/10/2017,English,114
1/10/2017,English,748
1/10/2017,English,2378
1/9/2017,English,304
1/9/2017,English,105
1/9/2017,English,298
1/9/2017,English,1159
1/8/2017,English,150
1/8/2017,English,55
1/8/2017,English,585
1/8/2017,English,1105
1/7/2017,English,319
1/7/2017,English,187
1/7/2017,English,352
1/7/2017,English,711
1/6/2017,English,70
1/6/2017,English,68
1/6/2017,English,201
1/6/2017,English,572
1/5/2017,English,254
1/5/2017,English,125
1/5/2017,English,293
1/5/2017,English,997
1/4/2017,English,164
1/4/2017,English,93
1/4/2017,English,208
1/4/2017,English,1112
1/3/2017,English,116
1/3/2017,English,214
1/3/2017,English,416
1/3/2017,English,1092
1/2/2017,English,130
1/2/2017,English,123
1/2/2017,English,565
1/2/2017,English,1108
1/1/2017,English,155
1/1/2017,English,250
1/1/2017,English,366
1/1/2017,English,4304
1/12/2016,English,130
1/12/2016,English,149
1/12/2016,English,259
1/12/2016,English,1280
1/11/2016,English,206
1/11/2016,English,322
1/11/2016,English,712
1/11/2016,English,1110
1/10/2016,English,200
1/10/2016,English,161
1/10/2016,English,393
1/10/2016,English,1242
1/9/2016,English,130
1/9/2016,English,181
1/9/2016,English,228
1/9/2016,English,757
1/8/2016,English,234
1/8/2016,English,78
1/8/2016,English,431
1/8/2016,English,635
1/7/2016,English,89
1/7/2016,English,101
1/7/2016,English,346
1/7/2016,English,1448
1/6/2016,English,132
1/6/2016,English,154
1/6/2016,English,263
1/6/2016,English,1055
1/5/2016,English,171
1/5/2016,English,117
1/5/2016,English,677
1/5/2016,English,903
1/4/2016,English,340
1/4/2016,English,130
1/4/2016,English,422
1/4/2016,English,1596
1/3/2016,English,364
1/3/2016,English,263
1/3/2016,English,355
